,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20901,16552108,Cozy S. Williamsburg Landing Pad,795031,D M,Brooklyn,Williamsburg,40.70896,-73.95383000000001,Entire home/apt,136,4,4,2018-08-15,0.15,2,0
20917,16560739,Spacious Master Bedroom 20 mins. from NYC,108786369,Kwana,Brooklyn,Bedford-Stuyvesant,40.6933,-73.9541,Entire home/apt,130,3,8,2017-05-29,0.27,1,0
20925,16568252,"Huge Fort Greene Loft, Prime!",327489,Anthony,Brooklyn,Fort Greene,40.69269,-73.9737,Entire home/apt,125,2,8,2019-06-30,0.31,1,185
20934,16575852,Futon to crash on New Year in NY,42076125,Atif,Queens,Hollis,40.71764,-73.76402,Shared room,120,1,0,,,2,365
20941,16581779,"2BR ""Café Brooklyn"" w/private Courtyard in BedStuy",109306113,Chad,Brooklyn,Bedford-Stuyvesant,40.68488,-73.92706,Entire home/apt,149,1,39,2019-06-23,2.87,1,75
20955,16599323,"Studio loft, Cosy and charming with rooftop view",109498113,Sammy & Chris,Brooklyn,Bushwick,40.69964,-73.93729,Entire home/apt,125,2,103,2019-07-07,3.57,1,185
20962,16603823,"Luxury bedroom in a Cozy, Relaxed NYC Atmosphere!",109551284,Saphira,Manhattan,Upper West Side,40.80288,-73.96396,Private room,120,5,11,2019-05-23,0.76,2,134
20963,16604023,Rustic Modern Brooklyn Apartment,14577537,Tom,Brooklyn,Bedford-Stuyvesant,40.6915,-73.92881,Entire home/apt,120,30,77,2019-04-27,2.53,2,0
20991,16620235,"Full floor, Newly renovated, Brooklyn brownstone",109734523,Todd & Ashta,Brooklyn,Bedford-Stuyvesant,40.685190000000006,-73.94176,Entire home/apt,125,2,111,2019-06-24,3.67,1,255
20998,16629401,"Cozy Studio Apt, 1 train stop from Manhattan",107471514,Carla,Brooklyn,Downtown Brooklyn,40.69467,-73.98339,Entire home/apt,123,7,0,,,1,0
20999,16630483,"SPACIOUS, trendy  Flatiron Apt-Traveler's Delight!",107459717,Matt,Manhattan,Kips Bay,40.73945,-73.98273,Entire home/apt,144,2,2,2018-12-16,0.08,1,0
21002,16634459,Cozy Shared Apartment!,109162710,Brandon,Manhattan,Harlem,40.81367,-73.93809,Private room,141,1,41,2019-05-27,1.61,1,334
21012,16648338,"Airy, Open South Williamsburg Apartment",110026778,Sanja,Brooklyn,Williamsburg,40.70981,-73.96781,Private room,119,4,18,2018-10-29,0.59,1,0
21013,16649739,Renovated 2 Bedroom Apartment,110049608,Virginia & Steve,Brooklyn,Midwood,40.61535,-73.95351,Entire home/apt,115,2,80,2019-06-22,2.9,1,68
21014,16649773,2 ROOMS: Bedroom & Study + Priv. Bath - CP North,110050850,Cecil,Manhattan,Harlem,40.8012,-73.95589,Private room,115,2,27,2019-06-05,0.94,1,363
21024,16662964,"Cute 1 Bdrm Apt, 10 minutes from Manhattan",23820907,Hifza,Queens,Long Island City,40.75699,-73.93499,Entire home/apt,125,5,0,,,1,0
21032,16673377,Stunning bedroom in the best neighborhood of NYC,13001035,Montserrat,Manhattan,Midtown,40.756,-73.97078,Private room,122,3,19,2018-11-24,0.67,1,0
21037,16675507,Penthouse w/ private Manhattan skyline view deck!,56735326,Christi,Brooklyn,Greenpoint,40.72347,-73.94039000000001,Entire home/apt,125,3,4,2017-07-05,0.13,1,0
21038,16675965,Large and cosy apartment - Upper east!,13257873,Maria,Manhattan,Upper East Side,40.776720000000005,-73.95559,Private room,120,3,14,2019-06-16,0.53,1,36
21042,16677866,Nice Private Studio Apartment,107296819,Alexandra,Manhattan,East Harlem,40.797470000000004,-73.93559,Entire home/apt,105,1,124,2019-06-24,4.18,3,0
21049,16688119,Stunning Brooklyn Condo,31429300,Cindy,Brooklyn,Greenpoint,40.73677,-73.95418000000001,Entire home/apt,109,90,1,2017-04-10,0.04,1,35
21060,16697657,"NYMT60-1 LUXURY! Studio,Cozy,Gym,doorman st-6",3507099,MyCity,Manhattan,Hell's Kitchen,40.76242,-73.98813,Entire home/apt,130,30,6,2019-06-17,0.38,2,335
21065,16706521,Entire studio Apartment in New York City.,110686573,Roger,Manhattan,West Village,40.72999,-74.00475,Entire home/apt,110,5,9,2018-05-20,0.39,1,0
21071,16709795,"Beautiful Upper East Side 1 BR Apt, Charming!",19466874,Sheri,Manhattan,Upper East Side,40.773270000000004,-73.9547,Entire home/apt,120,3,0,,,1,0
21078,16719568,Sunny 1 bedroom in the heart of Greenpoint,7857773,Caroline,Brooklyn,Greenpoint,40.724109999999996,-73.94181999999999,Entire home/apt,130,2,21,2018-05-25,0.94,1,0
21088,16725326,"UWS Historic Townhouse:  Renovated Kit. & Bath, 5A",106837455,Lisa,Manhattan,Upper West Side,40.783390000000004,-73.98168000000001,Entire home/apt,140,30,2,2017-12-15,0.07,8,125
21097,16734212,"Bright, Spacious, Clean Loft Space with Balcony!",19001553,Gina,Brooklyn,Bedford-Stuyvesant,40.68949,-73.9557,Entire home/apt,125,3,9,2018-01-01,0.3,1,0
21099,16735133,Charming and Artsy LES 1-Bedroom,182670,Paul,Manhattan,Lower East Side,40.717890000000004,-73.98308,Entire home/apt,124,28,12,2019-04-22,0.43,1,38
21114,16751768,Brooklyn Pied-à-Terre 2 Bed 31 day minimum,32124747,Julian,Brooklyn,Bushwick,40.686370000000004,-73.91133,Entire home/apt,116,31,99,2019-04-30,3.33,1,295
21121,16756480,Modern 2 Bed 2 Bath with private roof deck,1691656,Adrian,Brooklyn,Prospect Heights,40.68237,-73.97286,Entire home/apt,125,3,6,2019-01-01,0.47,1,0
21128,16766743,Large apartment by the park. Close to trains.,109859103,Tomek,Brooklyn,Flatbush,40.65229,-73.9603,Entire home/apt,123,1,0,,,1,0
21133,16769229,"20 min to Manhattan, Spacious 2BD in Brooklyn, NYC",111327104,Ziggy & Rome,Brooklyn,Bushwick,40.69692,-73.90831999999999,Entire home/apt,135,4,76,2019-06-26,2.61,1,76
21137,16775958,The Happy Hideaway,4232532,Jenn,Brooklyn,South Slope,40.6618,-73.98234000000001,Entire home/apt,144,2,12,2019-01-01,0.9,2,0
21140,16777938,Clean & Large room hearth of NYC Midtown!!,57657144,Tomas,Manhattan,Midtown,40.75481,-73.96982,Private room,119,9,53,2019-05-12,1.79,1,15
21142,16778903,Private bedroom,43601551,Anamaria & Ricardo,Manhattan,East Harlem,40.78805,-73.94924,Private room,135,6,2,2018-01-01,0.11,2,0
21145,16779705,Cozy West Village Studio,11699846,Natasha,Manhattan,Greenwich Village,40.73239,-73.9996,Entire home/apt,103,2,15,2018-10-28,0.57,1,0
21151,16783828,GORGEOUS Very Large Room next to Central Park!,44688209,Mike,Manhattan,Upper East Side,40.762809999999995,-73.96718,Private room,117,3,67,2019-06-29,2.26,1,99
21167,16798351,Beautiful East Village Studio,94669886,Nadine,Manhattan,East Village,40.72885,-73.98103,Entire home/apt,115,7,11,2018-08-21,0.39,1,0
21169,16804336,"Michael's Cozy Studio Central Park, Subway 1,A B C",47062032,Michael,Manhattan,Morningside Heights,40.804320000000004,-73.96694000000001,Entire home/apt,130,2,56,2018-01-15,1.9,1,0
21182,16810808,Family friendly 2 bedroom apartment on Homecrest,10633027,Sam,Brooklyn,Sheepshead Bay,40.59425,-73.95922,Entire home/apt,139,2,41,2019-07-04,1.52,3,29
21184,16811199,Spacious 1 bdrm apt in amazing location,77812140,Peter,Queens,Ridgewood,40.70475,-73.91081,Entire home/apt,120,2,2,2017-05-21,0.08,1,0
21192,16814818,Cozy Bedroom in the Heart of Downtown Manhattan,111849930,Kaitlin,Manhattan,Lower East Side,40.72275,-73.98918,Private room,120,4,0,,,1,0
21193,16815519,"Sunny, Quiet Oasis w/ Elevator - Close to Subway!",10703290,Mike,Manhattan,Upper East Side,40.77328,-73.94981999999999,Private room,130,3,7,2019-05-27,0.24,3,0
21197,16823231,1BR Spacious Luxury Apartment in Williamsburg BK,2369654,Michael & Hanako,Brooklyn,Williamsburg,40.71778,-73.95503000000001,Entire home/apt,120,4,7,2018-04-16,0.24,1,0
21200,16824884,Amazing One Bedroom Apt,5447617,Jeffrey,Brooklyn,Bedford-Stuyvesant,40.6808,-73.93753000000001,Entire home/apt,110,30,9,2019-04-27,0.34,3,319
21204,16828843,"Large, Sunny Studio in the heart of Chelsea.",31175385,Eunice,Manhattan,Chelsea,40.74089,-74.00001999999999,Entire home/apt,130,2,4,2019-01-01,0.13,1,0
21207,16829867,New studio in Murray Hill,37832982,Cynthia,Manhattan,Murray Hill,40.749759999999995,-73.97444,Entire home/apt,130,2,0,,,1,0
21221,16846462,Brooklyn Gem,28297517,Sabrina,Brooklyn,Bedford-Stuyvesant,40.68841,-73.95082,Entire home/apt,140,2,54,2019-06-02,1.91,1,267
21229,16854754,"LRG DESIGNER STUDIO/1-BED, MIDTOWN, DOORMAN, ELEV.",23502183,Daniel,Manhattan,Midtown,40.75562,-73.96539,Entire home/apt,149,3,8,2019-05-14,0.34,2,0
21233,16858146,Entire Apartment in Hells Kitchen!,3747161,Eric,Manhattan,Hell's Kitchen,40.76318,-73.99009000000001,Entire home/apt,125,30,7,2019-05-25,0.26,1,204
21236,16860541,Large Bedroom Apartment with  a Private Bathroom,42993745,Paul,Manhattan,Upper East Side,40.77659,-73.95407,Private room,130,3,18,2018-12-15,0.65,2,0
21251,16884027,Historic Brownstone in Harlem,78930817,Santi,Manhattan,Harlem,40.804429999999996,-73.94546,Entire home/apt,120,1,9,2017-04-17,0.31,1,0
21253,16884587,"Beautiful 2 Bedroom Apartment Woodside, Queens, NY",112601190,Erfan,Queens,Woodside,40.746159999999996,-73.90392,Entire home/apt,106,2,93,2019-06-20,3.13,1,34
21263,16897571,Cosy LES/Chinatown private room,9670774,Amy,Manhattan,Lower East Side,40.71974,-73.99263,Private room,110,7,0,,,1,0
21265,16898313,Large 2 bdrm loft with outdoor space + trains,4185119,Claire,Brooklyn,Boerum Hill,40.685829999999996,-73.98267,Entire home/apt,148,2,23,2019-06-23,0.78,1,3
21269,16914299,Friendly and well located place to get away,26538766,Tristan,Brooklyn,Park Slope,40.6675,-73.97694,Entire home/apt,120,1,5,2018-04-10,0.18,2,0
21276,16917171,West Village - 1 Bedroom,31906445,Laura,Manhattan,West Village,40.734590000000004,-74.00143,Entire home/apt,135,2,1,2017-02-20,0.03,1,0
21285,16930274,"Great 1 BR- Q train, Museum Mile and Central Park!",113110121,Christina,Manhattan,Upper East Side,40.768679999999996,-73.95744,Entire home/apt,110,5,22,2019-07-02,1.27,1,7
21304,16960374,Beautiful 1br in Manhattan!,30097523,Kevin,Manhattan,Harlem,40.821670000000005,-73.94988000000001,Entire home/apt,110,6,5,2018-07-23,0.17,1,0
21312,16965072,Large Bright Home on 2 floors perfect for families,11105949,May,Brooklyn,Bedford-Stuyvesant,40.693090000000005,-73.94986999999999,Entire home/apt,139,5,13,2019-05-01,0.48,1,0
21327,16976215,Awesome Chelsea Manhattan Pad,15851669,Lisa,Manhattan,Chelsea,40.7429,-73.99344,Private room,125,1,1,2017-01-30,0.03,1,0
21329,16981845,Smart Studio,16420977,Alli,Manhattan,East Village,40.7251,-73.98914,Entire home/apt,140,2,0,,,1,0
21335,16991994,Spectacular one bedroom Close to Park,113805886,Yaacov,Manhattan,Upper East Side,40.777429999999995,-73.94977,Entire home/apt,140,31,4,2019-04-12,0.23,33,338
21345,17000577,Charming Brooklyn Heights Abode,113924874,Michi,Brooklyn,Brooklyn Heights,40.70081,-73.99503,Entire home/apt,107,25,12,2019-05-01,0.42,1,1
21358,17014809,Victorian Sanctuary in a Historic Brownstone,8715723,Jacob,Manhattan,Harlem,40.80769,-73.95505,Private room,118,1,95,2019-06-17,3.93,5,224
21372,17040990,Luxury building in Fort Greene.,1434069,Nathan,Brooklyn,Clinton Hill,40.69088,-73.96653,Entire home/apt,126,1,0,,,1,26
21381,17045905,Private Clean Spacious Sunny E Village Studio Apt,26822855,Seth,Manhattan,East Village,40.72425,-73.98976,Entire home/apt,115,10,4,2018-09-03,0.27,1,0
21392,17073983,Mags,114541713,Margaret And Orville,Queens,Jamaica,40.68619,-73.79229000000001,Entire home/apt,127,5,52,2019-06-15,1.99,1,44
21394,17075535,"Lovely, private studio apartment near Manhattan.",114552571,John,Staten Island,St. George,40.64332,-74.08283,Entire home/apt,120,2,116,2019-07-05,4.0,1,191
21397,17076735,Summer Special-Near Bronx Zoo/Botanic Garden/Metro,114568204,Angela,Bronx,Pelham Gardens,40.86673,-73.845,Entire home/apt,119,3,75,2019-07-01,2.74,1,146
21400,17079313,YOUR DREAM SUITE IN MANHATTAN,114477998,Marilyn,Manhattan,East Harlem,40.78966,-73.94232,Private room,103,1,149,2019-06-22,5.06,4,215
21413,17097239,Coney Island Pvt 1 Br Apt. * Wi-Fi,114736959,Ed,Brooklyn,Coney Island,40.57575,-73.98465,Entire home/apt,115,2,63,2019-06-19,2.23,6,140
21419,17106644,Urban Elegance in Crown Heights,1527966,Tiffany,Brooklyn,Crown Heights,40.67395,-73.95682,Entire home/apt,135,3,17,2018-12-31,0.68,1,0
21420,17106705,Above Season Beach Loft,114853757,Abra & Domenic,Queens,Rockaway Beach,40.58718,-73.81541,Entire home/apt,145,2,42,2019-05-27,1.63,1,310
21422,17107656,Colorful 1 Bedroom in the Heart of the E. Village,65971028,Tamarinda,Manhattan,East Village,40.727090000000004,-73.98612,Entire home/apt,125,30,2,2017-09-01,0.08,1,0
21425,17108395,10mins to Manhattan Times Square,114877351,Dennis,Queens,Astoria,40.766459999999995,-73.92846999999999,Entire home/apt,125,2,14,2018-10-07,0.48,1,0
21426,17108995,@ AMAZING ROOM @ TIMES SQUARE @ BEST LOCATION @,15941961,Ralph,Manhattan,Hell's Kitchen,40.76109,-73.99305,Private room,135,3,126,2019-06-17,4.42,1,3
21427,17109623,Sunny Renovated Private Room in the East Village,6387274,Concetta,Manhattan,East Village,40.72415,-73.97451,Private room,125,1,95,2019-06-21,3.28,1,86
21433,17117631,The Corky Hale Room at Harlem Townhouse,3236595,René,Manhattan,Harlem,40.80937,-73.94989,Private room,120,2,29,2019-05-10,1.03,4,0
21435,17120052,"Great 1BR available in E Vlg, close to everything!",3939029,John,Manhattan,East Village,40.7252,-73.98339,Private room,125,1,21,2019-06-03,0.75,1,363
21438,17122054,Charming Duplex in Manhattan,115057851,Chito And Xavier,Manhattan,East Harlem,40.80999,-73.93946,Entire home/apt,115,3,86,2019-07-02,2.99,2,85
21442,17123353,*WINTER DISCOUNT WILLIAMSBURG CHIC W/PRIVATE PATIO,33161690,Alison,Brooklyn,Williamsburg,40.717220000000005,-73.95477,Entire home/apt,130,3,66,2019-07-03,2.36,1,257
21445,17125159,Clean and Stylish Newly Renovated Apartment,115092398,J,Manhattan,Harlem,40.81843,-73.94400999999999,Entire home/apt,125,1,78,2019-06-22,2.7,1,40
21449,17133664,"Modern, Spacious Hideaway in Historic Brooklyn",45409030,Trouve,Brooklyn,Kensington,40.64309,-73.97707,Entire home/apt,110,6,12,2018-07-17,0.41,1,0
21455,17138302,Sunny and Bright Studio in Upper West Side!,2771711,Gina,Manhattan,Upper West Side,40.80212,-73.9692,Entire home/apt,120,1,2,2017-03-04,0.07,1,0
21456,17140695,Sun-Filled Apartment in Bushwick,2770769,Karen,Brooklyn,Bushwick,40.698640000000005,-73.92827,Entire home/apt,115,90,2,2017-07-24,0.08,1,34
21458,17140782,Williamsburg Loft,16868847,Sophie,Brooklyn,Williamsburg,40.71779,-73.96337,Private room,129,2,0,,,1,0
21467,17151145,Quiet West Village Gem,4628742,Manesh,Manhattan,West Village,40.733940000000004,-74.00301999999999,Entire home/apt,125,1,6,2019-01-29,0.21,1,0
21468,17151230,Right in the middle of it all!,36579189,Daniel,Manhattan,SoHo,40.7204,-74.00046999999999,Private room,109,1,63,2018-06-25,2.23,1,0
21503,17209680,"Sunny, quiet and oh-so-central East Village nest.",1226375,Tina,Manhattan,East Village,40.72334,-73.9839,Entire home/apt,110,2,29,2019-05-27,1.53,1,15
21506,17211246,Cute clean 1 rm,31546047,Miyu,Manhattan,Hell's Kitchen,40.76553,-73.98879000000001,Private room,118,2,16,2019-07-01,0.63,1,24
21511,17214699,Charming Apt Mins Away from City,114621718,Hope,Brooklyn,Gowanus,40.67706,-73.98406,Entire home/apt,146,1,106,2019-06-29,3.78,2,341
21515,17220307,"Designer's picturesque, large flat",115946844,Kelsey,Brooklyn,Brooklyn Heights,40.698190000000004,-73.99324,Entire home/apt,103,2,13,2017-12-30,0.45,1,0
21533,17239021,"East Village, private room with free breakfast",115395049,Adi And Evangel,Manhattan,East Village,40.72598,-73.98855999999999,Private room,145,1,25,2019-05-26,0.88,2,329
21535,17239321,Awesome Apartment in the E Village!,6489574,Wilson,Manhattan,East Village,40.72759,-73.98619000000001,Entire home/apt,140,1,31,2019-06-30,1.14,1,1
21550,17255913,Newly Renovated / No cleaning Fee / Hell's Kitchen,4454849,Chase,Manhattan,Hell's Kitchen,40.764070000000004,-73.99203,Entire home/apt,131,2,0,,,1,0
21563,17268091,Entire Studio Apt in Trendy Brooklyn - Sunny&clean,6396827,Gyaltsen Benita,Brooklyn,Crown Heights,40.67083,-73.94808,Entire home/apt,135,2,18,2017-11-20,0.64,1,0
21575,17281347,Private Garden Apt in Boerum Hill,15999314,Stephanie,Brooklyn,Boerum Hill,40.687490000000004,-73.98701,Entire home/apt,149,2,0,,,1,0
21582,17295495,Private Room in Hell's Kitchen,6807898,Sam,Manhattan,Hell's Kitchen,40.76076,-73.99266,Private room,110,1,7,2019-06-23,0.24,1,45
21590,17300167,"Spacious, modern, cozy & bright Williamsburg oasis",32694917,Teresa,Brooklyn,Williamsburg,40.711859999999994,-73.95402,Entire home/apt,144,2,24,2019-07-06,1.43,1,14
21621,17339881,Brownstone Studio,115854410,Michelle,Brooklyn,Bedford-Stuyvesant,40.68469,-73.947,Entire home/apt,110,3,116,2019-06-21,4.03,1,216
21623,17344027,Relaxing Stylish Room near Train and Attractions,42024722,Daniel,Manhattan,Chelsea,40.74462,-74.00139,Private room,103,5,77,2019-07-07,2.73,2,79
21631,17364659,Large Cozy 1 bedroom Apt in South Williamsburg,1789596,Cris,Brooklyn,Williamsburg,40.707440000000005,-73.95416999999999,Entire home/apt,125,6,10,2019-01-03,0.36,1,239
21632,17364675,Lovely Bedroom in Quiet Prospect Heights Apartment,24878388,Johanna,Brooklyn,Prospect Heights,40.67305,-73.96824000000001,Entire home/apt,149,5,1,2017-08-22,0.04,2,0
21635,17366042,An Oasis in the Big Apple,40032009,Arianna,Manhattan,Morningside Heights,40.803909999999995,-73.96576,Entire home/apt,140,5,0,,,2,0
21648,17370778,Gem In Park Slope,1339545,Nina & Keith,Brooklyn,Park Slope,40.67005,-73.97981,Entire home/apt,120,3,125,2019-06-25,4.51,2,61
21660,17383253,★ NEW 2 BEDROOM APT NEXT TO CENTRAL PARK WEST★,9293730,Inna,Manhattan,Upper West Side,40.795840000000005,-73.96242,Entire home/apt,135,30,5,2019-05-11,0.21,16,200
21669,17388041,"Private Entrance,Room and Bathroom!",99556266,Mariano,Manhattan,East Harlem,40.7993,-73.93305,Private room,120,2,37,2018-08-03,1.33,2,304
21671,17400624,First Floor Studio on the Upper East Side!,20410925,Leyla,Manhattan,Upper East Side,40.78007,-73.94803,Entire home/apt,125,3,30,2019-06-28,1.08,1,4
21672,17404164,Sunny Studio near Central Park,71482332,Jacob,Manhattan,Upper East Side,40.76684,-73.96203,Entire home/apt,126,1,31,2019-01-03,1.12,1,0
21674,17405812,NYC - Upper west side Studio,117685023,Camilo,Manhattan,Upper West Side,40.80355,-73.96831,Entire home/apt,110,7,3,2017-07-31,0.11,1,0
21679,17417489,Huge  Bedroom in Astoria for One (1) Professional,49117269,Varos,Queens,Astoria,40.75851,-73.92555,Private room,110,4,40,2019-07-05,1.41,2,47
21685,17420832,Cozy modern stay,25426687,Cathy,Brooklyn,Borough Park,40.645509999999994,-73.9981,Entire home/apt,110,2,45,2019-07-06,1.65,1,342
21686,17423245,Sunny Quiet Room in Clean Modern Apartment,16145840,Nick,Manhattan,East Harlem,40.798770000000005,-73.93964,Private room,105,3,21,2019-05-21,1.14,2,9
21694,17432700,Safe and Convinient rooms close to NYC.,117930151,Feather Factory Hotel,Queens,Long Island City,40.74454,-73.94015999999999,Private room,109,1,35,2019-05-27,1.23,2,364
21724,17461591,"Cozy, Quiet Abode near Times Square",2522596,Nina,Manhattan,Hell's Kitchen,40.76051,-73.99183000000001,Entire home/apt,103,2,12,2017-08-14,0.42,1,0
21725,17463059,Spacious Three Bedroom Dream in Manhattan,116889152,BeautifulHarlem,Manhattan,Harlem,40.81968,-73.9458,Entire home/apt,135,2,138,2019-06-25,4.83,2,45
21731,17465199,Studio Apt in Washington Square <3,3637890,Michael,Manhattan,Greenwich Village,40.73565,-73.99613000000001,Entire home/apt,123,7,3,2017-05-28,0.11,1,0
21738,17477768,Large studio in hip area near major subway stop,4035291,Lawrence,Brooklyn,Crown Heights,40.67308,-73.95523,Entire home/apt,105,3,93,2019-07-05,4.16,1,89
21742,17478780,The Perfect Queens Getaway!,118400082,Jairo,Queens,Corona,40.74122,-73.85334,Entire home/apt,149,2,51,2019-06-30,1.9,1,242
21750,17482187,Minimalist Room with a Spectacular view,7275333,Maria,Manhattan,Kips Bay,40.73695,-73.97336,Private room,133,2,37,2019-06-02,1.39,1,33
21752,17493275,Large one bedroom in historic Clinton Hill,775409,John,Brooklyn,Clinton Hill,40.69478,-73.96126,Entire home/apt,140,3,34,2019-07-05,2.95,1,54
21756,17495518,Upper East Side Apartment,118554120,Ken,Manhattan,Upper East Side,40.78073,-73.95013,Entire home/apt,122,7,7,2017-12-29,0.27,1,0
21759,17496194,Cozy 1 bedroom apt in Astoria NY,15864671,Franc,Queens,Astoria,40.76984,-73.91815,Entire home/apt,130,4,0,,,1,83
21761,17496511,Spacious & Charming Nolita 1 Bed,118547015,Jill,Manhattan,SoHo,40.72103,-73.99866,Entire home/apt,125,2,16,2018-08-25,0.57,1,0
21770,17506469,Spacious Bedroom in Williamsburg Duplex,53759518,Jackson,Brooklyn,Williamsburg,40.71397,-73.94572,Private room,110,2,0,,,1,0
21782,17511694,4A-,17770287,Nina,Manhattan,Midtown,40.74896,-73.98277,Entire home/apt,115,30,8,2019-05-01,0.31,14,203
21787,17512883,Amazing 1 Bedroom | 1 Bedroom | Skyline View,3191545,Kyle,Manhattan,Murray Hill,40.749190000000006,-73.97244,Entire home/apt,135,30,0,,,23,365
21799,17520883,Exciting New York Get Away,101672721,Telisha,Manhattan,Harlem,40.8178,-73.93774,Private room,125,1,0,,,1,0
21800,17522686,Prospect Heights Studio Apartment,25227079,Daniel,Brooklyn,Prospect Heights,40.67435,-73.96691,Entire home/apt,130,3,2,2017-04-11,0.07,1,0
21806,17526131,Bklyn Brownstone 2BD APT Private Spotless wAC+HBO,118839909,Evan & Erika,Brooklyn,Bedford-Stuyvesant,40.6875,-73.92541999999999,Entire home/apt,120,2,131,2019-07-05,5.23,1,159
21807,17527515,Lovely Home Near Fort Tryon Park & the Cloisters,8753629,Brenton,Manhattan,Inwood,40.86488,-73.92922,Entire home/apt,120,14,7,2018-09-18,0.27,1,13
21811,17529637,Large bedroom in the heart of the East Village,855079,Nicholas,Manhattan,East Village,40.7281,-73.9839,Private room,110,1,26,2018-12-28,0.91,3,0
21812,17531292,Your Home Away From Home!,105225699,Serena,Queens,Flushing,40.761990000000004,-73.79465,Entire home/apt,110,3,75,2019-07-06,3.07,2,174
21819,17534186,Beautiful sunny apartment in Williamsburg,10348014,Sanna,Brooklyn,Williamsburg,40.71545,-73.95299,Entire home/apt,139,1,0,,,1,0
21823,17539341,"Urban Zen: Cozy, creative NYC retreat",7188712,Melissa,Manhattan,Washington Heights,40.83137,-73.94117,Private room,119,2,4,2018-06-12,0.16,1,0
21824,17539385,2 Level Apartment With Private Terrace,7070648,Olga,Manhattan,Upper East Side,40.782059999999994,-73.94949,Entire home/apt,105,5,24,2019-06-23,0.85,1,20
21826,17540291,One bedroom Apartment in Carroll Gardens,2063421,Megan,Brooklyn,Carroll Gardens,40.67522,-73.99853,Entire home/apt,125,1,0,,,1,0
21836,17545123,Clean and renovated apartment,119027851,Nance,Bronx,Longwood,40.816320000000005,-73.90991,Entire home/apt,130,2,62,2019-06-19,2.19,1,36
21843,17552185,Cozy Garden Apartment in Charming Park Slope,117035626,Anelcia Carolle,Brooklyn,Park Slope,40.67573,-73.97993000000001,Entire home/apt,115,2,97,2019-07-03,3.68,1,0
21846,17554081,"Large, Sunny, Williamsburg 1 bedroom Apt",119125703,Chris,Brooklyn,Williamsburg,40.70983,-73.96495,Entire home/apt,109,3,73,2019-07-02,2.64,1,37
21850,17554981,Adorable one bedroom next to Central Park,5162192,Amy,Manhattan,Upper West Side,40.7979,-73.96024,Entire home/apt,130,30,2,2017-08-17,0.08,12,216
21853,17556509,Cozy apt. w/private patio in Williamsburg!,1659170,Kilian,Brooklyn,Williamsburg,40.71315,-73.943,Entire home/apt,126,1,6,2017-12-31,0.22,1,0
21863,17568638,Lower East Side Studio,3095778,Henrik,Manhattan,East Village,40.72208,-73.98473,Entire home/apt,110,12,11,2019-01-17,0.39,1,0
21865,17569246,City Zen Apartment in Brooklyn,19177308,Stephany,Brooklyn,Bushwick,40.68956,-73.90599,Entire home/apt,109,3,72,2019-06-17,2.55,4,140
21866,17569280,Sweet and Secluded Suite minutes from Manhattan,1420715,Omar And Kareema,Brooklyn,Bushwick,40.6898,-73.91835,Entire home/apt,149,3,70,2019-06-16,2.51,3,170
21868,17572926,Great 1 Bedroom on Upper East,36578169,James,Manhattan,Upper East Side,40.77984,-73.94725,Entire home/apt,130,2,0,,,1,0
21880,17587833,Penthouse Luxury Apt with Amazing Views near GCT,119483929,Ryan,Manhattan,Murray Hill,40.7481,-73.97771,Entire home/apt,148,14,0,,,1,0
21886,17591452,"2 Bed Apt Brighton Beach, Brooklyn by Beach",119523037,Anna,Brooklyn,Brighton Beach,40.582,-73.96185,Entire home/apt,120,1,119,2019-07-01,4.2,4,85
21888,17599762,Birds nest Oasis in historic cobble hill,5800161,Pioneer,Brooklyn,Cobble Hill,40.68886,-73.99825,Entire home/apt,117,30,11,2019-06-17,0.47,1,324
21892,17602108,NYU/E.Village Cafes & Bars*6 month $3500/mo,119623927,Lisa,Manhattan,East Village,40.72804,-73.98665,Entire home/apt,117,180,15,2019-05-28,0.56,1,332
21915,17624190,"*SPECIAL*
COZY WATERFRONT APARTMENT 
•SUPERHOST•",100656374,Steve Kings,Queens,Ditmars Steinway,40.78304,-73.91783000000001,Entire home/apt,110,3,68,2019-07-05,2.47,1,299
21918,17625485,Bahia Brazil Vibe - Entire apt,7824337,Miralva,Brooklyn,Flatbush,40.65218,-73.96193000000001,Entire home/apt,140,3,26,2019-07-01,1.09,2,161
21921,17626236,Cozy 2 Bedroom (Train L or M),54637605,Albertina,Queens,Ridgewood,40.702,-73.89768000000001,Entire home/apt,110,3,10,2019-05-28,0.37,1,16
21922,17629651,Brooklyn Style!,33510,Tina,Brooklyn,Flatbush,40.64847,-73.96132,Entire home/apt,105,31,2,2018-03-25,0.07,1,41
21928,17634206,One Room Apartment Next to Columbus Circle,119930068,Arturo,Manhattan,Hell's Kitchen,40.76699,-73.9848,Entire home/apt,130,1,4,2017-03-19,0.14,1,0
21937,17641625,COZY Large Private APARTMENT in EAST VILLAGE,836353,Luna,Manhattan,East Village,40.72588,-73.98598,Entire home/apt,122,6,22,2019-05-24,0.87,1,15
21938,17642625,Lovely APT in the Heart of Bushwick!,21877498,Andy,Brooklyn,Bushwick,40.7012,-73.92876,Entire home/apt,125,3,0,,,2,0
