,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19319,15409309,"Cozy private bedrooms, near JFK & LGA.",42151184,Lisa,Queens,Kew Gardens,40.70899,-73.82814,Private room,90,90,0,,,1,365
19321,15411327,Very comfortable and cozy room in Williamsburg!!!,8113117,Kateryna,Brooklyn,Williamsburg,40.71228,-73.95323,Private room,80,2,181,2018-12-24,5.42,1,52
19324,15419574,Historic Cottage-Style Garden Home in LIC,98810918,Robin,Queens,Long Island City,40.74629,-73.95199000000001,Private room,95,3,56,2019-05-08,1.71,1,50
19325,15420038,Wonderful private room in Williamsburg,98816024,Elisa,Brooklyn,Williamsburg,40.7111,-73.94351999999999,Private room,95,3,24,2018-06-25,0.73,1,5
19332,15423623,Wonderful private room in Williamsburg,7157161,Patrick,Brooklyn,Williamsburg,40.712740000000004,-73.94521,Private room,90,1,2,2016-10-23,0.06,1,341
19333,15423725,Cozy and spacious room with private bathroom,2807776,Axel,Brooklyn,Flatbush,40.65087,-73.96467,Private room,65,2,69,2019-06-24,2.08,2,60
19334,15423731,Historic and Quiet 2 Bedroom w Backyard,48804458,Andrew,Queens,Ridgewood,40.70349,-73.8994,Entire home/apt,94,6,96,2019-06-28,2.96,2,48
19337,15425744,"Charming ,cozy private bedroom",96892684,Yahaira,Manhattan,Washington Heights,40.83923,-73.94556999999999,Private room,65,1,113,2019-06-30,3.63,1,266
19344,15436402,Modern style apartment with balcony in Astoria,11082833,Mash,Queens,Astoria,40.76231,-73.92354,Entire home/apt,80,2,1,2017-01-23,0.03,1,0
19350,15437906,Southern comfort in Harlem,65147357,Tony,Manhattan,East Harlem,40.795429999999996,-73.93539,Private room,80,1,15,2019-06-02,0.45,1,0
19351,15437922,"Bright Room, Luxury Building, 3 Stops To Manhattan",17849213,Alexey,Brooklyn,Williamsburg,40.71506,-73.93816,Private room,90,1,52,2019-07-06,2.88,2,52
19352,15438016,Awesome room and rooftop deck in East Williamsburg,27506975,Nick,Brooklyn,Williamsburg,40.705529999999996,-73.94266999999999,Private room,90,2,1,2016-10-17,0.03,1,0
19356,15447048,"Brooklyn, Where my story begins...",10238963,Cathy,Brooklyn,Bay Ridge,40.62652,-74.0196,Entire home/apt,95,3,7,2018-09-09,0.22,1,0
19358,15447148,Modern luxury w/views of WTC,37694131,Sara,Brooklyn,Prospect-Lefferts Gardens,40.65737,-73.94606999999999,Private room,87,1,11,2019-01-05,0.36,1,361
19360,15449434,LARGE CENTRAL & COZY BEDROOM,64205687,Letty,Manhattan,Hell's Kitchen,40.76297,-73.98888000000001,Private room,69,4,126,2019-06-15,3.81,1,163
19364,15452258,COZY COOL ROOM IN MANHATTAN APT / Manhattan,37579015,Ana,Manhattan,Hell's Kitchen,40.756890000000006,-73.99315,Private room,98,1,42,2019-06-30,1.27,5,126
19370,15454216,Convenient 2 BRs in 4BR Apartment in Williamsburg,32545798,Sasha,Brooklyn,Williamsburg,40.7146,-73.96321,Private room,90,1,1,2016-12-25,0.03,5,0
19371,15454775,Commuters paradise - Cozy Townhouse!,22789212,Xenios,Queens,Long Island City,40.74965,-73.94019,Private room,99,2,4,2018-07-16,0.16,1,0
19374,15460904,Cozy bedroom in Upper West Side,58254001,Enrique,Manhattan,Upper West Side,40.80185,-73.96807,Private room,80,3,17,2019-07-04,0.51,1,129
19375,15461512,Spacious Private Bedroom in the North Bronx,99205045,Liliana,Bronx,Kingsbridge,40.88283,-73.89326,Private room,60,3,2,2017-05-25,0.07,1,363
19376,15462051,"Private Loft-style Bedroom & En-suite in S.I., NY",99202586,Thelma,Staten Island,Randall Manor,40.63135,-74.13023000000001,Private room,79,2,21,2019-07-01,0.64,5,355
19378,15462245,Authentic Bklyn location with Caribbean vibes,26495690,Maureen,Brooklyn,Crown Heights,40.671409999999995,-73.92643000000001,Entire home/apt,90,30,0,,,1,0
19380,15465050,"Full Size Bed, Private Bathroom & Shower",44350279,Jp,Manhattan,Gramercy,40.73352,-73.9873,Private room,90,2,87,2019-06-18,2.62,4,242
19381,15467130,"Beautiful Apartment
Great location- Holidays in NY",4047395,Blanca,Brooklyn,Clinton Hill,40.68572,-73.96627,Entire home/apt,95,14,5,2018-06-04,0.17,2,186
19382,15468038,Urban Rustic Retreat - Shared Space,21105084,Sugeiry,Manhattan,Harlem,40.81674,-73.95291999999999,Shared room,65,1,23,2018-06-29,0.81,2,0
19383,15468765,Quiet & Spacious Brooklyn Apt for Cat-Lovers,12063606,Nicole,Brooklyn,Crown Heights,40.67747,-73.9466,Entire home/apt,90,9,7,2019-05-12,0.54,1,0
19385,15469963,Modern Sunny Room with Private Bathroom & Balcony,1419062,Igor,Brooklyn,Prospect-Lefferts Gardens,40.66149,-73.94278,Private room,70,2,48,2018-08-19,1.45,1,72
19392,15476467,Large Space and Comfy Couch in New Apartment,13069275,Aleisha,Manhattan,Harlem,40.82245,-73.95675,Private room,75,1,19,2019-06-30,0.57,1,358
19395,15478604,Guest suite in owner-occupied private residence,36861300,Martin,Brooklyn,Bushwick,40.6998,-73.92166999999999,Entire home/apt,70,2,72,2019-06-20,2.2,1,146
19397,15481609,Huge Loft Size Room with Private Bath in Hip Area!,99392252,Michael,Brooklyn,Bedford-Stuyvesant,40.69115,-73.94526,Private room,65,1,194,2019-05-27,5.88,4,0
19400,15482082,Spacious Studio Near the Subway,25673940,Ben,Queens,Long Island City,40.74422,-73.95432,Entire home/apt,78,3,5,2018-01-06,0.16,1,0
19402,15482966,Cozy room in Sunnyside Gardens (near Manhattan),75458625,Lidia,Queens,Sunnyside,40.74693,-73.91896,Private room,72,3,9,2019-06-09,0.49,4,365
19409,15492502,Nice Studio in Williamsburg,31627488,Anela,Brooklyn,Williamsburg,40.719229999999996,-73.94258,Entire home/apt,70,1,86,2019-07-01,2.59,1,192
19412,15493595,Large room in an arty Brooklyn apartment,31747645,Marie Salomé,Brooklyn,Clinton Hill,40.68548,-73.96288,Private room,90,4,0,,,2,0
19416,15495132,LARGE 2 BEDROOM APT NEAR CENTRAL PARK,9293730,Inna,Manhattan,East Harlem,40.78815,-73.9436,Entire home/apt,95,30,12,2019-05-14,0.38,16,338
19418,15495356,Super quiet Apartment in East Williamsburg!!! =),26943880,Luca,Brooklyn,Williamsburg,40.71529,-73.94532,Private room,80,3,6,2017-11-05,0.2,1,0
19420,15495653,Location Central Park ( only female guest ),3250450,Petya,Manhattan,Upper West Side,40.78895,-73.96754,Private room,53,31,2,2017-10-27,0.06,18,249
19423,15496496,Private Oasis Room #1- Close to L and M Train.,28786801,Connie,Brooklyn,Bushwick,40.70268,-73.9265,Private room,65,1,3,2017-08-20,0.09,2,0
19428,15497568,Quite & Cozy High Raise Atmosphere,23895443,Eva,Manhattan,Harlem,40.81545,-73.95806,Private room,99,1,2,2019-01-01,0.09,1,35
19433,15500460,My tiny Chateau,72596124,Vincent,Queens,Jackson Heights,40.74912,-73.88667,Entire home/apt,80,1,202,2019-06-24,6.13,1,143
19436,15506009,LARGE 1BR Apt 25 Mins to Manhattan,6218023,Fabe,Brooklyn,Crown Heights,40.67749,-73.94386,Entire home/apt,99,180,4,2017-01-29,0.12,1,365
19438,15507375,"Private Studio, Oceanside beautiful and safe area",32052000,Gennady + Laura,Brooklyn,Manhattan Beach,40.57821,-73.94122,Entire home/apt,55,4,91,2019-06-28,2.82,2,215
19443,15509546,NYC SoHo Prime Location,49519202,Will,Manhattan,SoHo,40.72576,-74.00381,Private room,85,5,0,,,1,0
19444,15510233,PRIVATE ROOM IN COMFORTABLE APT.,43718548,Manuel,Manhattan,Inwood,40.8622,-73.93349,Private room,52,3,16,2018-10-15,0.49,1,0
19446,15511681,"Quiet, Cozy, ELEVATOR, Queen Bedroom near Subway!",10703290,Mike,Manhattan,Upper East Side,40.77344,-73.94911,Private room,90,2,61,2019-05-25,1.84,3,0
19447,15511695,Hip&quiet,39837217,Leo,Brooklyn,Bushwick,40.70012,-73.93775,Private room,74,3,16,2019-05-18,0.48,2,131
19448,15511749,"New Listing---Clean, Spacious 1-Bedroom in SoHo",99665419,Nicole,Manhattan,SoHo,40.72391,-74.00658,Entire home/apt,75,4,9,2018-10-17,0.53,1,0
19449,15513127,Brooklyn Apartment,62644193,Elle,Brooklyn,East Flatbush,40.64335,-73.92981,Private room,70,1,0,,,1,157
19455,15520503,Artsy room in warehouse style apartment,10966079,Ward,Brooklyn,Williamsburg,40.70915,-73.96101999999999,Private room,80,4,116,2019-06-26,3.5,2,133
19457,15521674,Nice Room in Charming Apt.,8338942,Victor,Manhattan,Nolita,40.72228,-73.99582,Shared room,65,1,8,2019-05-18,0.24,4,0
19458,15522627,Cozy Quiet Upgraded Prvt Rm in House in the Slope!,90771408,Albert,Brooklyn,South Slope,40.66565,-73.99172,Private room,70,1,30,2019-06-05,0.91,1,297
19461,15527416,A sunny healthy big bedroom,99804239,Kartika,Queens,Elmhurst,40.74262,-73.87907,Private room,51,2,100,2019-06-18,3.05,1,296
19466,15531089,Spacious room in cozy 4-brm Union Square apt!,7453255,Nora,Manhattan,East Village,40.73199,-73.98956,Private room,51,7,0,,,1,0
19467,15531352,"Peaceful Getaway, minutes from NYC attractions!",94100727,Mirtha,Queens,Glendale,40.69426,-73.8964,Entire home/apt,87,2,36,2017-09-03,1.11,1,0
19469,15532430,Quiet room near beach in residential area.,6051934,Susan,Staten Island,Midland Beach,40.56933,-74.09493,Private room,80,1,7,2018-11-04,0.22,1,358
19470,15535079,"Cozy room in Williamsburg,only 1 stop to Manhattan",6119933,Caroline & Georg,Brooklyn,Williamsburg,40.70908,-73.96146,Private room,90,2,2,2018-05-11,0.09,2,0
19472,15535864,Sleek 1BR + private bath in beautiful brownstone,59909443,Kobby,Brooklyn,Bedford-Stuyvesant,40.677640000000004,-73.92241,Private room,75,3,5,2018-09-09,0.15,1,145
19475,15538057,Cute room for rent,84141567,Alida,Queens,Maspeth,40.73577,-73.89981,Private room,75,1,1,2018-10-25,0.12,3,173
19477,15542745,"Cozy , Cute and Spacious one bedroom Brooklyn Apt",37082109,Camille,Brooklyn,Bay Ridge,40.62413,-74.03085,Entire home/apt,90,1,0,,,1,0
19478,15543090,Brooklyn Room in Hip Neighborhood - Close to Train,99392252,Michael,Brooklyn,Bedford-Stuyvesant,40.691720000000004,-73.94445999999999,Private room,61,1,181,2019-05-27,5.47,4,0
19480,15544672,Comfortable large room in a great neighborhood!,24880134,Cam,Brooklyn,Prospect Heights,40.67915,-73.96923000000001,Private room,69,14,7,2018-10-31,0.33,3,0
19482,15546982,Chill in Downtown Brooklyn Clinton Hill Pratt Univ,100718,Brian,Brooklyn,Clinton Hill,40.69278,-73.965,Entire home/apt,95,1,13,2019-06-23,0.41,1,0
19486,15551245,可愛いﾚﾝｶﾞの壁のお部屋/ Manhattan,20915650,Ayami,Manhattan,East Harlem,40.793240000000004,-73.94037,Private room,65,7,1,2016-12-31,0.03,1,0
19490,15553495,Sunny Room on Historic Clinton Ave. in Fort Greene,2500106,Ariel,Brooklyn,Clinton Hill,40.68908,-73.9678,Private room,65,2,18,2018-12-16,0.55,1,0
19492,15554154,Pvt room W/AC/Heater 9pm-9am 12mintoNY&10mintoLGA,100128949,Lisa,Queens,Long Island City,40.74364,-73.94676,Private room,55,14,20,2019-01-02,0.61,4,2
19503,15565299,Cozy Bedroom & Beautiful Apt in Williamsburg,12126100,Darren,Brooklyn,Williamsburg,40.715379999999996,-73.94712,Private room,85,2,26,2018-10-08,0.8,1,221
19505,15568616,Immaculate Apt 15 minutes to midtown NYC by train.,6588016,Joanne,Queens,Long Island City,40.76112,-73.92631,Entire home/apt,79,3,43,2019-06-23,1.35,1,105
19507,15569399,LOVELY PRIVATE BED ROOM 12 MINS FROM JFK,96424121,Pamela,Queens,St. Albans,40.7036,-73.76637,Private room,63,1,63,2019-07-05,1.91,3,363
19512,15582683,One of a kind Sun Filled Elegant Studio.,100401692,Tiffany,Brooklyn,East Flatbush,40.6393,-73.9472,Entire home/apt,90,3,53,2019-06-07,1.61,1,201
19515,15591309,172 Henry St - Sunny & Big Room (5th Floor),8962305,Cici,Manhattan,Lower East Side,40.712140000000005,-73.98955,Private room,90,5,10,2018-10-22,0.3,3,20
19521,15597266,Beautiful home near beach & JFK!,97536353,Chadine,Queens,Arverne,40.59055,-73.79281,Private room,60,1,5,2017-10-17,0.16,2,158
19523,15598303,Cozy Bedroom in cute Clinton Hill brownstone apt!,15055897,Heather,Brooklyn,Clinton Hill,40.69043,-73.96736,Private room,75,2,1,2016-10-24,0.03,2,0
19527,15603347,Comfortable room in a chic and modern house,515095,Mei,Brooklyn,Carroll Gardens,40.67855,-74.00075,Private room,79,2,74,2019-07-01,2.24,2,45
19528,15604499,The Parachute Loft Bedrm 1,62605071,Anna,Brooklyn,Coney Island,40.57505,-74.00161,Private room,95,1,76,2019-07-05,2.44,2,163
19529,15604507,A Serene ambiance that will sooth your soul,100586983,Kessy-Ann,Brooklyn,East New York,40.66733,-73.88348,Entire home/apt,93,1,209,2019-06-15,6.35,1,86
19530,15605295,Incredible room in Brooklyn,24346282,Bharat,Brooklyn,Park Slope,40.67729,-73.98122,Private room,71,7,12,2018-09-11,0.36,1,0
19531,15606875,Private Studio Apartment in Bushwick,96101938,Mary,Brooklyn,Bushwick,40.69636,-73.92482,Entire home/apt,88,2,19,2018-12-29,0.62,1,0
19532,15614302,2. Private 1BR Suite in Shared Marine Park Apt.,78276061,David,Brooklyn,Flatlands,40.618629999999996,-73.93183,Private room,55,2,39,2019-06-29,1.27,1,247
19534,15618325,Sunny Prospect Park One Bedroom Apartment,19313463,Jp,Brooklyn,Windsor Terrace,40.65136,-73.9746,Entire home/apt,75,5,25,2019-04-23,0.78,1,6
19541,15625556,Private Room for 2 in Midtown West ☆,100721907,H,Manhattan,Chelsea,40.74929,-73.99658000000001,Private room,78,3,87,2019-06-23,2.68,1,44
19548,15632470,"Cozy Bedroom in Astoria, 17 min from Times Square",84841205,Yorgos,Queens,Astoria,40.76227,-73.92316,Private room,55,4,104,2019-07-02,3.29,1,53
19555,15635287,Room near NYC airports + trains,87393824,Sylvette,Queens,Jamaica Hills,40.71245,-73.79805999999999,Private room,65,1,16,2018-01-14,0.5,1,0
19559,15644644,Queen bedroom with private bathroom in Brooklyn,72029809,Flavia,Brooklyn,Bedford-Stuyvesant,40.69364,-73.93303,Private room,89,5,1,2016-10-23,0.03,1,0
19560,15646546,"Great apt, Next to 1 train.",98235552,Ali,Manhattan,Harlem,40.823640000000005,-73.9533,Private room,60,3,0,,,1,0
19565,15648096,Spacious 2 bedroom close to Manhattan,100971588,,Bronx,Highbridge,40.838440000000006,-73.92489,Entire home/apt,75,4,37,2019-07-07,1.21,1,26
19571,15658350,Large Brooklyn loft close to everything,432149,Cressida,Brooklyn,Bedford-Stuyvesant,40.69905,-73.94451,Entire home/apt,98,2,0,,,1,0
19574,15659791,Lovely studio near Grand Central /You will love it,1475015,Mike,Manhattan,Midtown,40.75105,-73.97045,Entire home/apt,95,30,0,,,52,297
19575,15660209,HUGE CHEERFUL PRIVATE STUDIO SUITE WITH BACKYARD,21640001,Anna,Queens,Rego Park,40.7184,-73.86015,Entire home/apt,95,2,7,2017-09-03,0.23,1,345
19576,15663344,Cozy Private Room in Williamsburg/Greenpoint Loft,20691787,Jeanne & Sara,Brooklyn,Greenpoint,40.72482,-73.95408,Private room,60,1,92,2018-12-23,2.85,1,0
19582,15663653,"In-law unit - bedroom, living room, mini kitchen.",2305944,Misha,Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.94532,Entire home/apt,79,5,48,2019-02-23,1.64,1,0
19586,15665469,Sunny and cozy bedroom in Ditmas Park,8832456,Ubi,Brooklyn,Kensington,40.643809999999995,-73.97018,Private room,54,1,132,2019-06-23,4.03,1,70
19587,15665485,Sunlit Jungle Apartment,8164085,Lyles,Queens,Ridgewood,40.69692,-73.90008,Private room,56,2,9,2019-05-27,0.4,1,80
19588,15671751,"Cozy, Colorful Private Room on the Upper East Side",30653537,Rachel,Manhattan,East Harlem,40.78941,-73.94881,Private room,60,1,8,2017-05-14,0.25,1,0
19589,15672618,Beautiful Brooklyn bdrm in Prime Williamsburg,22963797,Lisa,Brooklyn,Williamsburg,40.71089,-73.96627,Private room,90,2,73,2019-06-23,2.31,1,338
19592,15677846,Long Island City Apartment,101262037,Israel,Queens,Long Island City,40.75378,-73.93449,Private room,65,1,5,2019-04-27,0.15,1,66
19594,15678122,"Lovely Room in Greenpoint, Brooklyn",11262790,Kajsa,Brooklyn,Greenpoint,40.724740000000004,-73.94859,Private room,55,5,3,2016-12-30,0.09,1,0
19596,15679326,豪华套间,101276529,Tracy,Queens,Flushing,40.75558,-73.83343,Private room,96,1,73,2019-06-19,2.3,1,343
19598,15685669,Private room in Williamsburg. Very close to train!,1314045,Tim,Brooklyn,Williamsburg,40.71326,-73.94946999999999,Private room,99,1,220,2019-06-30,6.71,3,352
19599,15686751,One bedroom in Williamsburg,48282875,Gonzalo,Brooklyn,Williamsburg,40.70604,-73.94306999999999,Private room,55,3,4,2018-06-03,0.13,1,0
19613,15704213,Room w/ Private Balcony River View,2134232,Crystal,Manhattan,Tribeca,40.719159999999995,-74.01177,Private room,95,1,22,2017-08-18,0.68,2,0
19616,15707188,Beautiful Bedroom In the Heart of Harlem,50145118,Sonia,Manhattan,Harlem,40.8091,-73.94241,Private room,89,1,3,2017-08-19,0.1,3,0
19618,15713028,Artsy Bedroom for Solo Traveler,101113595,Chloe,Brooklyn,Bedford-Stuyvesant,40.68012,-73.93862,Private room,89,2,2,2017-01-01,0.07,1,0
19619,15713669,Cosy North Bronx studio apartment with Parking,101493347,Beverly,Bronx,Wakefield,40.89121,-73.85131,Entire home/apt,79,3,18,2018-09-25,0.57,1,5
19620,15715221,"Safe, Cozy Artist Apt Steps From Central Park",37447483,Riley,Manhattan,Harlem,40.80102,-73.95401,Private room,70,3,62,2019-06-30,1.94,1,73
19623,15715599,"Sprawling, Sunlit Gorgeous LOFT",7728010,Jane,Brooklyn,Bedford-Stuyvesant,40.69117,-73.95876,Private room,63,5,9,2019-05-26,0.28,1,342
19624,15715946,Sunny room with private bathroom - 5m to L train,34875504,Juan P,Brooklyn,Bushwick,40.68992,-73.90951,Private room,63,2,20,2018-07-22,0.62,1,0
19625,15716189,Comfy private room in great Astoria neighborhood,18192996,Jessica And Danny,Queens,Ditmars Steinway,40.7785,-73.91693000000001,Private room,55,1,5,2017-03-12,0.15,2,0
19626,15716633,Bright Spacious BK Room with Bath,22118802,Sara,Brooklyn,Bushwick,40.7007,-73.92359,Private room,90,3,3,2016-12-01,0.09,1,0
19630,15720448,Private Room in Luxury Building,101550977,Myko,Manhattan,Financial District,40.704879999999996,-74.00744,Private room,95,5,45,2019-05-24,1.4,2,272
19631,15720449,Luxury Building - Private Room,101550977,Myko,Manhattan,Financial District,40.70602,-74.00891,Private room,90,4,61,2019-05-29,1.9,2,246
19634,15721022,One-Bedroom Brooklyn Brownstone,34331702,Mariam,Brooklyn,Bedford-Stuyvesant,40.68887,-73.92903000000001,Entire home/apt,95,4,20,2019-06-27,1.81,1,14
19645,15732778,"Huge space across from park, easy to Manhattan",3398280,Megan,Brooklyn,Prospect-Lefferts Gardens,40.657759999999996,-73.96174,Private room,65,20,3,2019-04-30,0.39,1,35
19648,15733597,Bright and Charming Private Room in Williamburg!,57109253,Naveen,Brooklyn,Williamsburg,40.71365,-73.96231999999999,Private room,70,3,12,2018-10-10,0.38,1,188
19649,15733832,Ponerse las Pilas - VIVO NYC!!!,101653570,The Wrights,Brooklyn,Bedford-Stuyvesant,40.68955,-73.95116999999999,Private room,59,2,195,2019-06-21,6.01,3,40
19650,15734642,"Sunny huge room, 15m away from Manhattan",8076786,Suri,Brooklyn,Sunset Park,40.658879999999996,-74.00044,Private room,89,1,2,2019-06-25,0.1,3,281
19651,15734793,The Perfect Pied-à-Terre for You!!!,101653570,The Wrights,Brooklyn,Bedford-Stuyvesant,40.68908,-73.95545,Private room,59,2,171,2019-06-20,5.26,3,57
19654,15736079,King Sized Serenity,17043144,Kat,Brooklyn,Bushwick,40.700179999999996,-73.93858,Private room,55,3,1,2016-11-15,0.03,1,0
19657,15740172,"Beautiful Room close to JFK, La Guardia, LIR",101712494,Alphanso,Queens,Rosedale,40.67126,-73.72981999999999,Private room,55,2,4,2017-10-22,0.13,2,349
19658,15741448,"Convenient to JFK, La Guardia Airport and Dining",101712494,Alphanso,Queens,Rosedale,40.671040000000005,-73.73006,Private room,55,2,12,2018-09-01,0.37,2,355
19660,15743151,❤️ Beautiful/Spacious/Convenient BK Apartment!,11075539,Brett,Brooklyn,Bushwick,40.69688,-73.93396,Private room,69,2,96,2019-06-30,2.93,1,36
19661,15745269,Cozy and spacious 1 BR near Columbia University,25851147,Victoria,Manhattan,Harlem,40.81736,-73.95294,Private room,65,3,49,2019-05-24,1.5,1,46
19663,15745528,2 TwinXL Beds Walk-To TIME SQUARE #ForReal,51830483,Nathan,Manhattan,Hell's Kitchen,40.76028,-73.98846,Private room,92,1,140,2019-06-17,4.29,2,152
19668,15754561,A beautiful comfy & spacious room.,87370616,Francisca,Bronx,Longwood,40.82006,-73.90332,Private room,80,2,77,2019-07-07,2.37,2,365
19669,15755439,2 bedroom  apartment in front of prospect park,3033622,Jose,Brooklyn,Windsor Terrace,40.65237,-73.97365,Entire home/apt,90,7,1,2017-12-31,0.05,2,210
19672,15757847,Cozy Top Floor Apartment in Lovely Astoria,24867105,Jane + Abe,Queens,Ditmars Steinway,40.77176,-73.90885,Private room,75,3,0,,,1,0
19673,15758511,"Super spacious LES apt, close to subway/good eats!",903086,Kasey,Manhattan,Lower East Side,40.71206,-73.98824,Private room,99,5,0,,,1,0
19676,15758640,Large unit in Prospect Park area townhouse,5435740,Kim & Rupert,Brooklyn,Prospect-Lefferts Gardens,40.659890000000004,-73.95385999999999,Entire home/apt,99,2,96,2019-05-29,2.98,1,0
19683,15770469,Large sunny room Williamsburg ten mins to City,101982307,Belinda,Brooklyn,Williamsburg,40.71512,-73.95655,Private room,80,2,29,2018-10-30,0.9,2,34
19688,15773388,Cozy room in South Williamsburg BK,795031,D M,Brooklyn,Williamsburg,40.708090000000006,-73.9519,Private room,70,2,117,2019-06-18,3.71,2,35
19691,15774166,Lovely Bright Upper East Side,28966357,Dorothy,Manhattan,East Harlem,40.786970000000004,-73.94469000000001,Private room,99,2,90,2019-05-12,2.79,3,92
19695,15775049,Room in charming new apartment,16878736,Gabriela,Brooklyn,Bedford-Stuyvesant,40.67989,-73.94298,Private room,55,2,16,2019-01-01,0.52,1,311
19699,15781214,Large Cozy Bedroom in Manhattan,102072740,Lindsay,Manhattan,Washington Heights,40.83837,-73.94224,Private room,75,1,2,2018-05-23,0.06,1,0
19701,15781521,Private Room in a 3 Bedroom Apartment!,24215329,Rohan,Brooklyn,Bedford-Stuyvesant,40.68697,-73.92271,Private room,60,2,0,,,1,0
19702,15781578,Bedstuy Brooklyn Huge Bed Room with Two Windows,102075715,Juan Carlos,Brooklyn,Bedford-Stuyvesant,40.68541,-73.95224,Private room,80,1,1,2019-06-30,1.0,1,350
19704,15782300,Dream Room in Modern Apartment,102080453,Gabriela,Brooklyn,Bedford-Stuyvesant,40.694,-73.94675,Private room,54,1,166,2019-06-22,5.09,2,0
19707,15783719,Private Room in Bright Roomy 3br Brooklyn Apart.,59059294,Eric,Brooklyn,Kensington,40.6378,-73.9696,Private room,65,4,7,2019-05-27,0.22,1,0
19714,15786428,Entire Floor in Great Location & beautiful Garden,24360599,Iwona,Brooklyn,South Slope,40.66132,-73.98678000000001,Entire home/apt,85,5,5,2019-01-03,0.16,1,0
19716,15787042,"Cozy 1 Bedroom in Brooklyn, near park and shops",33626735,Maureen,Brooklyn,Crown Heights,40.67143,-73.92971,Entire home/apt,83,30,7,2019-01-06,0.22,1,311
19720,15788312,"Subway, Subway, Subway - AAA+ Location!!!",101653570,The Wrights,Brooklyn,Williamsburg,40.70006,-73.95388,Private room,79,2,167,2019-06-14,5.14,3,21
19721,15789023,Stay in a Private Room Close to Manhattan :),8076496,Agnes,Queens,Astoria,40.76982,-73.93500999999999,Private room,60,4,6,2019-06-06,0.28,1,96
19723,15789405,Bedroom available in Chic & Modern loft-like apt.,7607175,Rodney,Manhattan,Lower East Side,40.7208,-73.9819,Private room,75,5,1,2017-12-19,0.05,1,157
19725,15790640,Large 1 Bedroom Three Blocks from Central Park,66823224,Nathan,Manhattan,Upper West Side,40.793859999999995,-73.97223000000001,Private room,80,1,111,2019-07-01,3.51,1,42
19728,15797693,Clean + Private Bedroom in NYC's Lower East Side,22195599,Christopher,Manhattan,East Village,40.72025,-73.97901,Private room,67,10,14,2018-07-04,0.49,1,7
19729,15797728,"Modern, Ambient 1-Bedroom Apartment",28189446,Michella,Staten Island,Eltingville,40.541059999999995,-74.14666,Entire home/apt,70,5,83,2019-07-01,2.56,1,291
19730,15798809,"Private, Comfortable and Big Room89",102218558,Luz Dary,Queens,Jackson Heights,40.75523,-73.88418,Private room,70,1,52,2018-07-22,1.61,1,0
19734,15800258,Quiet Homestead,102228163,Cesar,Brooklyn,Carroll Gardens,40.67844,-74.00028,Entire home/apt,90,7,1,2018-05-12,0.07,3,50
19736,15801194,"Cute,comfortable room near Columbia University",12495861,Lu,Manhattan,Upper West Side,40.800959999999996,-73.96758,Private room,60,1,0,,,1,0
19740,15805025,Private Master BR/Bath - 15 Minutes to Manhattan,64336536,Ian,Brooklyn,Williamsburg,40.71805,-73.94088,Private room,95,4,0,,,1,0
19741,15805327,One Bedroom in Heart of LES,73561233,Stefany,Manhattan,Lower East Side,40.71853,-73.98911,Private room,86,5,0,,,1,0
19743,15806629,Fantastic Master Bedroom,26020769,Ryan,Brooklyn,Prospect-Lefferts Gardens,40.65678,-73.95154000000001,Private room,99,2,5,2019-03-24,0.16,1,364
19744,15807946,Cute and comfortable niece room with a balcony.,84141567,Alida,Queens,Maspeth,40.73529,-73.90219,Private room,65,4,0,,,3,0
19749,15814363,Cute Two Bed - East Village,11921184,Rachel,Manhattan,East Village,40.72461,-73.98172,Private room,85,2,37,2019-05-26,1.2,1,6
19753,15817291,Cozy Quiet Room in the Big Apple on Broadway!!!,102383709,Mark & Will,Manhattan,Harlem,40.82914,-73.94736,Private room,69,4,153,2019-07-01,4.74,2,125
19755,15818253,Private room in Red Hook Artist House,9549442,Lynn,Brooklyn,Red Hook,40.67749,-74.00761,Private room,62,5,6,2018-11-01,0.19,1,0
19757,15818624,Sunny and spacious  1-bedroom in Brooklyn,18192430,Jamie,Brooklyn,Fort Greene,40.6967,-73.97476999999999,Private room,80,1,53,2018-06-01,2.15,1,0
19759,15819242,Sweet two bedroom in Crown Heights Bk,41191579,Maura,Brooklyn,Crown Heights,40.67034,-73.93902,Entire home/apt,87,1,9,2019-01-21,0.3,3,0
19760,15819665,Charming 2BR--20 min to Manhattan,30593595,Dorion,Brooklyn,Bushwick,40.68442,-73.9083,Entire home/apt,99,3,126,2019-07-03,3.93,1,46
19763,15821383,Manhattan low price UWS Columbia big cozy bedroom,70403406,Tiffany,Manhattan,Upper West Side,40.80258,-73.9676,Private room,75,2,8,2017-08-04,0.26,1,0
19767,15828883,*OH SO ZEN*~ Chill Bushwick Yoga Spot!!,102488175,Tim,Brooklyn,Bushwick,40.69748,-73.92588,Entire home/apt,75,2,84,2019-06-23,2.61,1,322
19770,15831005,SleepEasyNY: PRIVATE SUITE | 5 STOPS TO MANHATTAN,102500495,Giedre & Andre,Brooklyn,East Flatbush,40.66048,-73.93335,Entire home/apt,80,1,127,2019-07-06,6.54,1,7
